start,27900
dump,60.2485199999137
link,4000000012501645,+,3,1.912
link,4000000012494958,+,1,1.786
link,4000000012494891,+,3,1.866
link,4000000012506922,+,3,1.929
link,4000000013081362,+,2,2
link,4000000013081114,-,1,3.1
link,4000000013081289,+,1,1
link,4000000012506895,+,26,1.104
link,4000000012495024,-,1,1.857
link,4000000013104480,+,2,1.793
link,4000000012505198,-,5,1.875
link,4000000012501445,-,2,1.654
link,4000000013104659,-,1,2
link,4000000013104022,+,1,1
link,4000000013081484,+,11,1.881
link,4000000013081510,+,3,1.903
link,4000000012495142,-,2,1.886
link,4000000013103838,-,1,1.947
link,4000000012505182,-,12,1.905
link,4000000012500976,-,2,1.958
link,4000000013103802,+,1,1.778
link,4000000012487972,+,1,1.85
link,4000000012494848,+,13,1.869
link,4000000012494954,-,2,1.879
link,4000000013103939,+,5,1.885
link,4000000013080875,-,1,1.846
link,4000000013081281,-,6,4
link,4000000013610146,+,1,1.846
link,4000000013081268,+,16,1
link,4000000013104593,+,2,1.895
link,4000000013103751,-,19,1.894
link,4000000013081290,+,7,1
link,4000000013081062,-,1,2
link,4000000013104344,+,1,1.966
link,4000000013103702,+,1,1.8
link,4000000013103967,+,4,1.889
link,4000000013081526,-,7,1.87
link,4000000013080805,+,26,1.12
link,4000000013104373,+,2,1.944
link,4000000012487846,+,40,1.887
link,4000000012495049,-,3,1.85
link,4000000013104540,+,7,1.776
link,4000000013103859,-,1,1.8
link,4000000013610142,+,1,2
link,4000000013103743,+,2,1.863
link,4000000013103957,+,4,1.769
link,4000000013104254,+,4,1.851
link,4000000012505241,-,3,1.857
link,4000000013104394,-,9,1.916
link,4000000013103909,-,39,1.891
link,4000000013081477,-,8,1.908
link,4000000013562463,-,1,1.8
link,4000000013104053,-,7,1.931
link,4000000012495192,+,5,1.904
link,4000000012487899,+,9,1.888
link,4000000013081681,+,25,1.918
link,4000000012495158,-,2,1.897
link,4000000013080857,-,1,1.93
link,4000000013103736,+,11,1.905
link,4000000013103836,-,1,1.889
link,4000000013081748,-,1,1.814
link,4000000013080762,+,3,1.894
link,4000000013081418,+,4,1
link,4000000013427208,+,32,2.365
link,4000000012528949,-,1,1.667
link,4000000013081656,-,1,1.813
link,4000000013103860,+,4,1.958
link,4000000013080878,-,8,1.91
link,4000000013104140,+,2,1.885
link,4000000013103917,-,25,1.893
link,4000000013081313,-,2,1
link,4000000012507455,+,1,2
link,4000000013103961,+,1,2
link,4000000012501281,-,22,1.916
link,4000000012501262,-,1,1.857
link,4000000013081265,+,10,3.607
link,4000000013080872,-,3,1.955
link,4000000012487952,-,1,1.903
link,4000000013081255,+,3,3.837
link,4000000012501338,-,1,2
link,4000000012501296,-,1,1.917
link,4000000013081647,+,2,1.704
link,4000000012487974,+,1,1.783
link,4000000012501600,+,8,1.935
link,4000000013104339,+,3,1.877
link,4000000013081346,-,5,1.929
link,4000000013081814,+,1,1.867
link,4000000013081839,-,1,1.75
link,4000000013081845,-,2,1.844
link,4000000013081888,+,1,1.889
link,4000000013103705,+,2,2
link,4000000013080767,+,3,1
link,4000000013104431,-,6,1.907
link,4000000012501480,-,1,1.8
link,4000000012501618,-,45,1.887
link,4000000013103861,-,3,1.722
link,4000000013081355,+,6,1.916
link,4000000013104243,+,4,1.8
link,4000000013103827,-,2,1.955
link,4000000012495200,-,2,1.894
link,4000000013104646,+,1,1.778
link,4000000013103776,-,1,1.9
link,4000000013081273,-,11,1.848
link,4000000012526377,-,10,2
link,4000000012528908,+,2,1.875
link,4000000013104282,+,1,1.913
link,4000000013081396,-,9,1.885
link,4000000013680937,+,13,1.865
link,4000000012506953,+,9,1.929
link,4000000013081282,+,2,1.722
link,4000000013081733,+,5,1.873
link,4000000013103687,+,7,1.893
link,4000000013104010,-,1,1.769
link,4000000012501342,-,7,1.978
link,4000000012501295,+,31,1.907
link,4000000013104426,+,1,1.867
link,4000000013610056,+,1,1.875
link,4000000012495037,+,23,1.881
link,4000000012494839,-,3,1.836
link,4000000012487892,-,2,1.828
link,4000000013081780,+,1,1.8
link,4000000012501487,+,1,1.789
link,4000000013610140,+,1,1.667
link,4000000012482492,-,7,1.9
link,4000000012513331,-,24,3.9
link,4000000012487958,-,2,1.842
link,4000000012500975,-,7,1.944
link,4000000012494993,+,1,1.889
link,4000000013646484,+,3,1.769
link,4000000013081840,+,4,1.915
link,4000000013104457,+,2,1.771
link,4000000012501562,+,2,1.909
link,4000000012505294,+,6,1.91
link,4000000012526466,-,1,1.5
link,4000000012505297,-,23,1.898
link,4000000013562472,+,2,1.769
link,4000000012494939,+,20,1.918
link,4000000013104195,+,9,1.919
link,4000000012495172,-,34,1.907
link,4000000013610053,+,1,2
link,4000000012501611,+,2,1.95
link,4000000012501365,+,1,1.846
link,4000000012541303,+,2,1.167
link,4000000013104403,+,3,1.784
link,4000000012505347,-,46,1.921
link,4000000013081524,-,18,1.891
link,4000000013103797,-,7,1.933
link,4000000013081545,+,1,1.944
link,4000000013081325,-,6,1
link,4000000012501341,+,1,1.933
link,4000000013081353,-,16,1.884
link,4000000013081544,-,2,1.909
link,4000000013081374,+,5,1.943
link,4000000013103976,+,13,1.891
link,4000000012505192,-,9,1.895
link,4000000012526386,-,1,2
link,4000000012501488,+,3,1.863
link,4000000012501288,-,1,1.9
link,4000000012528902,-,1,1.92
link,4000000013104193,-,7,1.9
link,4000000013104407,-,2,1.852
link,4000000013104496,-,1,1.909
link,4000000012487952,+,5,1.878
link,4000000013081330,-,38,1.888
link,4000000012501383,+,25,1
link,4000000013081604,+,25,1.895
link,4000000012494898,-,1,1.875
link,4000000013103817,+,1,1.909
link,4000000013081685,-,3,1.875
link,4000000012501616,-,33,1.886
link,4000000012501598,+,1,1.75
link,4000000013081389,-,4,1.887
link,4000000012495191,+,2,1.895
link,4000000013081253,+,1,3.745
link,4000000012501398,-,1,1.923
link,4000000012482465,+,2,1.886
link,4000000012501530,+,6,1.907
link,4000000013646453,-,1,1.929
link,4000000012505347,+,22,1.897
link,4000000013081706,+,8,1.855
link,4000000013103918,-,19,1.897
link,4000000013103843,-,4,1.727
link,4000000012487985,+,37,1.894
link,4000000012505204,+,10,1.9
link,4000000012501459,-,2,1.875
link,4000000013081048,-,2,1.735
link,4000000013104257,-,7,1.856
link,4000000012507464,+,38,1
link,4000000012482492,+,1,1.917
link,4000000012487888,+,50,1.89
link,4000000012495038,-,12,1.898
link,4000000013081749,+,2,1.972
link,4000000013081868,-,7,1.904
link,4000000012495095,+,1,1.853
link,4000000012505281,-,12,1.868
link,4000000013103818,-,1,1.857
link,4000000013081431,-,4,3.317
link,4000000013104206,-,5,1.888
link,4000000012501570,+,6,1.888
link,4000000013104481,+,11,1.884
link,4000000013103926,-,6,1.921
link,4000000012501569,+,8,1.864
link,4000000013081367,+,6,1.942
link,4000000013103975,-,23,1.943
link,4000000013104467,+,7,1.902
link,4000000013081792,-,1,1.833
link,4000000013081582,+,23,1.896
link,4000000013103759,+,1,1.865
link,4000000013103929,-,39,1.881
link,4000000013081270,-,12,3.595
link,4000000013080901,+,7,1.905
link,4000000013081535,+,4,1.925
link,4000000012487852,+,6,1.892
link,4000000013104119,+,1,2
link,4000000013081340,-,3,1.86
link,4000000012505243,-,2,1.941
link,4000000013081423,-,2,1.75
link,4000000012501303,-,2,1.872
link,4000000013081399,+,20,1.913
link,4000000013103923,-,10,1.907
link,4000000013104514,+,1,1.882
link,4000000013081562,+,5,1.904
link,4000000013646452,-,1,1.897
link,4000000012495198,-,3,1.94
link,4000000013081326,+,2,1.667
link,4000000012501302,-,1,1.714
link,4000000012501600,-,2,2
link,4000000013104518,+,1,1.833
link,4000000012507442,-,15,1.971
link,4000000012487957,-,1,1.887
link,4000000012501460,-,11,1.867
link,4000000012495144,-,1,1.808
link,4000000013103739,+,2,1.771
link,4000000012501627,-,10,1.92
link,4000000012501336,+,15,1.89
link,4000000013104497,-,2,2
link,4000000013104678,-,12,1.861
link,4000000012501515,-,1,1.889
