start,27900
dump,60.2485199999137
link,4000000012474130,-,6,3.847
dump,180.14903999974194
link,4000000013081535,-,9,1.807
link,4000000012478036,+,3,1.881
link,4000000013104658,+,4,1.844
link,4000000012501358,-,2,1.971
link,4000000012494851,-,7,1.9
link,4000000012494935,-,2,1.724
link,4000000013081584,+,36,1.899
link,4000000012501275,-,1,1.783
link,4000000012501390,-,1,1.8
link,4000000013081472,+,36,1.897
link,4000000013104657,-,1,1.933
link,4000000013610054,-,5,1.947
link,4000000012487860,-,1,1.87
link,4000000013103822,+,5,1.833
link,4000000013103710,-,9,1.929
link,4000000013081581,+,5,2.015
link,4000000013081809,+,21,1.898
link,4000000013104021,+,1,1.833
link,4000000013104573,+,1,1.625
link,4000000013104033,+,14,1.901
link,4000000013103704,-,8,1.863
link,4000000013081760,+,4,1.915
link,4000000013081552,-,5,1.903
link,4000000012494855,-,6,1.908
link,4000000013081384,-,1,1.861
link,4000000013103938,+,1,1.765
link,4000000013104197,+,13,1.889
link,4000000013081373,-,4,1.953
link,4000000012495067,-,6,1.797
link,4000000013610151,+,2,1.667
link,4000000013080975,+,1,3.867
link,4000000012507465,-,1,1
link,4000000013081431,-,5,3.327
link,4000000013081772,+,3,1.857
link,4000000012526469,-,1,1.667
link,4000000013081648,-,1,1.933
link,4000000013104355,-,9,1.885
link,4000000013081240,+,5,1.081
link,4000000012478055,+,15,1.902
link,4000000013081314,-,9,1
link,4000000012495179,-,1,1.921
link,4000000013104582,+,1,2
link,4000000013080809,+,16,1.91
link,4000000013104448,-,1,1.733
link,4000000012506932,-,9,1.896
link,4000000013081713,+,1,1
link,4000000012487887,+,38,1.891
link,4000000012506819,+,1,1.111
link,4000000013646487,-,13,1.882
link,4000000013081627,-,1,1.929
link,4000000013080908,+,2,1.885
link,4000000012495051,-,6,1.836
link,4000000012495037,+,22,1.895
link,4000000012501377,+,39,1.033
link,4000000012495024,-,3,1.875
link,4000000012487917,-,1,2
link,4000000013427208,-,26,1.934
link,4000000013103910,-,28,1.896
link,4000000012501408,+,1,1.846
link,4000000013562416,-,2,3.739
link,4000000013080764,+,4,1.895
link,4000000013646484,+,1,2
link,4000000013103928,-,4,1.891
link,4000000012495006,+,1,3.833
link,4000000013104590,-,1,1.889
link,4000000013104399,+,2,1.85
link,4000000013104209,-,3,1.847
link,4000000013104581,+,15,1.925
link,4000000012487916,+,4,1.919
link,4000000013103989,+,3,1.905
link,4000000013104005,-,13,1.916
link,4000000013103913,-,10,1.881
link,4000000013103712,+,4,1.908
link,4000000013104147,+,10,1.874
link,4000000012487942,-,6,1.914
link,4000000013081242,+,8,1.927
link,4000000013104625,-,2,1.909
link,4000000012487992,-,2,3.821
link,4000000013610038,+,2,1.889
link,4000000013081338,+,13,1.909
link,4000000012487898,+,59,1.888
link,4000000013104565,-,3,1.952
link,4000000013103915,+,1,1.958
link,4000000013047212,-,6,1.908
link,4000000012501615,+,22,1
link,4000000012495056,+,1,1.9
link,4000000013610074,+,1,2
link,4000000012501617,+,1,1.917
link,4000000013080997,-,1,3.833
link,4000000012478051,+,1,3.869
link,4000000012487967,+,1,1.94
link,4000000013103707,+,9,1.929
link,4000000013104146,+,1,1.917
link,4000000013646482,-,1,1.75
link,4000000012501449,+,1,1.882
link,4000000012482507,+,14,1.887
link,4000000013103778,+,1,1.929
link,4000000012494968,-,1,1.8
link,4000000013669066,+,13,1.769
link,4000000012501384,-,21,1
link,4000000013104208,-,3,1.957
link,4000000012500976,-,3,1.917
link,4000000013104193,-,7,1.9
link,4000000013104349,+,3,1.898
link,4000000012494526,+,2,1.771
link,4000000012526314,+,1,1.888
link,4000000012495124,+,2,1.864
link,4000000012495050,-,3,1.875
link,4000000013610190,-,3,1.917
link,4000000012526320,+,1,1.083
link,4000000012526318,-,19,1.881
link,4000000012482475,+,2,1.938
link,4000000013081892,+,11,1.859
link,4000000012494987,-,1,1.95
link,4000000013103729,+,2,1
link,4000000013103809,+,3,1.941
link,4000000012501520,-,14,1.862
link,4000000012505192,+,1,2
link,4000000013081487,+,1,1.842
link,4000000012506897,-,33,1.847
link,4000000012495183,+,3,1.839
link,4000000012505329,-,10,3.961
link,4000000012494839,-,1,2
link,4000000012494967,-,3,1.9
link,4000000013103938,-,8,1.901
link,4000000012501395,+,4,1.928
link,4000000013080766,+,4,1.069
link,4000000012495014,-,11,1.875
link,4000000013081394,-,4,1.909
link,4000000012495157,+,1,1.818
link,4000000013104152,+,5,1.907
link,4000000012501571,+,9,1.893
